id,name,description
1679,La Cantina Clásico,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ambiente elegante."
1680,Sabor Asiático Imperial,"Comida auténtica. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
1681,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Ambiente familiar."
1682,El Puerto Imperial,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Ofrecemos estacionamiento."
1683,Doña Lupita Imperial,"Gourmet y amplio. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
1684,Parrilla Norte Sur,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ambiente moderno."
1685,Sakura Sushi Clásico,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Ofrecemos wifi gratis."
1686,Pizza Roma Ayacucho,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Reservas online disponible."
1687,El Rincón Vegetal Moderno,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Wifi gratis disponible."
1688,Café Central Gourmet,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ofrecemos buffet."
1689,Tacos El Rey Gourmet,"Comida auténtica. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1690,La Tasca Este,"Comida gourmet. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
1691,Mar y Tierra,Comida selecta. Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón.
1692,Bistro Provenza Imperial,"Gourmet y rústico. Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía."
1693,El Mercado Este,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Pet friendly disponible.
1694,La Esquina Tradicional,"Comida artesanal. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
1695,Brasa y Sazón Real,"Casera y moderno. Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar."
1696,Sabor a Mar Huancayo,"Artesanal y moderno. Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla."
1697,Noche de Tapas Clásico,"Comida selecta. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
1698,Panadería Dulce Hogar Imperial,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Ofrecemos wifi gratis."
1699,La Cantina Oeste,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Estacionamiento disponible."
1700,Sabor Asiático Clásico,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ambiente familiar."
1701,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Estacionamiento disponible."
1702,El Puerto Oeste,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Ofrecemos delivery."
1703,Doña Lupita Tradicional,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ambiente acogedor."
1704,Parrilla Norte Real,"Selecta y rústico. Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal."
1705,Sakura Sushi Este,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Pet friendly disponible."
1706,Pizza Roma Moquegua,"Comida fresca. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
1707,El Rincón Vegetal Real,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Ofrecemos buffet."
1708,Café Central Este,"Comida deliciosa. Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis."
1709,Tacos El Rey Imperial,"Artesanal y familiar. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1710,La Tasca Tradicional,"Auténtica y moderno. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
1711,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ambiente familiar.
1712,Bistro Provenza Clásico,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ambiente luminoso."
1713,El Mercado Tradicional,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Menú infantil disponible.
1714,La Esquina Centro,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Ambiente familiar."
1715,Brasa y Sazón Premium,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ofrecemos música en vivo."
1716,Sabor a Mar Arequipa,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ambiente amplio."
1717,Noche de Tapas Colonial,"Comida deliciosa. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
1718,Panadería Dulce Hogar Tradicional,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Estacionamiento disponible."
1719,La Cantina Clásico,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ambiente amplio."
1720,Sabor Asiático Sur,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ambiente familiar."
1721,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Música en vivo disponible."
1722,El Puerto Gourmet,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Ofrecemos delivery."
1723,Doña Lupita Este,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Pet friendly disponible."
1724,Parrilla Norte Express,"Gourmet y moderno. Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal."
1725,Sakura Sushi Tradicional,"Auténtica y íntimo. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
1726,Pizza Roma Chimbote,"Comida tradicional. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
1727,El Rincón Vegetal Gourmet,"Comida auténtica. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1728,Café Central Clásico,"Comida deliciosa. Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis."
1729,Tacos El Rey Moderno,"Casera y íntimo. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1730,La Tasca Gourmet,"Deliciosa y íntimo. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
1731,Mar y Tierra,Auténtica y elegante. Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón.
1732,Bistro Provenza Norte,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ofrecemos buffet."
1733,El Mercado Real,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ofrecemos reservas online.
1734,La Esquina Tradicional,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Wifi gratis disponible."
1735,Brasa y Sazón Colonial,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ambiente familiar."
1736,Sabor a Mar Piura,"Selecta y moderno. Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla."
1737,Noche de Tapas Tradicional,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ofrecemos para llevar."
1738,Panadería Dulce Hogar Del Valle,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Ofrecemos buffet."
1739,La Cantina Premium,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ambiente luminoso."
1740,Sabor Asiático Express,"Auténtica y rústico. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
1741,La Casa,"Auténtica y luminoso. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
1742,El Puerto Express,"Selecta y acogedor. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
1743,Doña Lupita Premium,"Comida selecta. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
1744,Parrilla Norte Del Valle,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Reservas online disponible."
1745,Sakura Sushi Clásico,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Ofrecemos estacionamiento."
1746,Pizza Roma Trujillo,"Comida auténtica. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
1747,El Rincón Vegetal Sur,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Ofrecemos música en vivo."
1748,Café Central Imperial,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ambiente luminoso."
1749,Tacos El Rey Gourmet,"Gourmet y acogedor. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1750,La Tasca Norte,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ofrecemos delivery."
1751,Mar y Tierra,Gourmet y amplio. Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón.
1752,Bistro Provenza Gourmet,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Menú infantil disponible."
1753,El Mercado Moderno,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Reservas online disponible.
1754,La Esquina Imperial,"Comida auténtica. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
1755,Brasa y Sazón Imperial,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Para llevar disponible."
1756,Sabor a Mar Tumbes,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ambiente luminoso."
1757,Noche de Tapas Clásico,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ofrecemos estacionamiento."
1758,Panadería Dulce Hogar Real,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Ambiente familiar."
1759,La Cantina Oeste,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ambiente rústico."
1760,Sabor Asiático Gourmet,"Comida auténtica. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
1761,La Casa,"Comida gourmet. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
1762,El Puerto Del Valle,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Para llevar disponible."
1763,Doña Lupita Express,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ambiente acogedor."
1764,Parrilla Norte Imperial,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Delivery disponible."
1765,Sakura Sushi Norte,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Música en vivo disponible."
1766,Pizza Roma Lima,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ofrecemos reservas online."
1767,El Rincón Vegetal Express,"Comida casera. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1768,Café Central Este,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Estacionamiento disponible."
1769,Tacos El Rey Real,"Comida gourmet. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1770,La Tasca Gourmet,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Wifi gratis disponible."
1771,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ambiente amplio.
1772,Bistro Provenza Gourmet,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ofrecemos buffet."
1773,El Mercado Real,Deliciosa y moderno. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
1774,La Esquina Colonial,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Ambiente rústico."
1775,Brasa y Sazón Express,"Comida casera. Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar."
1776,Sabor a Mar Tumbes,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ofrecemos para llevar."
1777,Noche de Tapas Centro,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ofrecemos reservas online."
1778,Panadería Dulce Hogar Clásico,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Ambiente luminoso."
1779,La Cantina Imperial,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ambiente rústico."
1780,Sabor Asiático Sur,"Comida casera. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
1781,La Casa,"Artesanal y familiar. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
1782,El Puerto Tradicional,"Comida deliciosa. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
1783,Doña Lupita Este,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ambiente familiar."
1784,Parrilla Norte Imperial,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Menú infantil disponible."
1785,Sakura Sushi Express,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Ambiente luminoso."
1786,Pizza Roma Tacna,"Casera y moderno. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
1787,El Rincón Vegetal Imperial,"Gourmet y elegante. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1788,Café Central Express,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Delivery disponible."
1789,Tacos El Rey Este,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Ambiente elegante."
1790,La Tasca Gourmet,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ofrecemos para llevar."
1791,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ambiente íntimo.
1792,Bistro Provenza Oeste,"Comida casera. Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía."
1793,El Mercado Imperial,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ofrecemos buffet.
1794,La Esquina Premium,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Ambiente acogedor."
1795,Brasa y Sazón Este,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Pet friendly disponible."
1796,Sabor a Mar Chimbote,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Terraza disponible."
1797,Noche de Tapas Premium,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Para llevar disponible."
1798,Panadería Dulce Hogar Moderno,"Deliciosa y amplio. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
1799,La Cantina Premium,"Comida gourmet. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
1800,Sabor Asiático Express,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ambiente íntimo."
1801,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Ofrecemos para llevar."
1802,El Puerto Real,"Selecta y acogedor. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
1803,Doña Lupita Real,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Reservas online disponible."
1804,Parrilla Norte Moderno,"Casera y moderno. Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal."
1805,Sakura Sushi Tradicional,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Ambiente elegante."
1806,Pizza Roma Cajamarca,"Comida gourmet. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
1807,El Rincón Vegetal Norte,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Delivery disponible."
1808,Café Central Tradicional,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Reservas online disponible."
1809,Tacos El Rey Imperial,"Comida tradicional. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1810,La Tasca Centro,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Pet friendly disponible."
1811,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ambiente acogedor.
1812,Bistro Provenza Imperial,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ofrecemos terraza."
1813,El Mercado Sur,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Música en vivo disponible.
1814,La Esquina Premium,"Comida artesanal. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
1815,Brasa y Sazón Gourmet,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Estacionamiento disponible."
1816,Sabor a Mar Arequipa,"Comida auténtica. Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla."
1817,Noche de Tapas Express,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ambiente rústico."
1818,Panadería Dulce Hogar Gourmet,"Auténtica y acogedor. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
1819,La Cantina Este,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ambiente elegante."
1820,Sabor Asiático Gourmet,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ambiente rústico."
1821,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Menú infantil disponible."
1822,El Puerto Sur,"Comida selecta. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
1823,Doña Lupita Premium,"Gourmet y amplio. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
1824,Parrilla Norte Imperial,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ofrecemos pet friendly."
1825,Sakura Sushi Moderno,"Comida gourmet. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
1826,Pizza Roma Huancayo,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Música en vivo disponible."
1827,El Rincón Vegetal Express,"Deliciosa y luminoso. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1828,Café Central Este,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Menú infantil disponible."
1829,Tacos El Rey Real,"Fresca y rústico. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1830,La Tasca Clásico,"Fresca y moderno. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
1831,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ambiente acogedor.
1832,Bistro Provenza Gourmet,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ambiente moderno."
1833,El Mercado Tradicional,Artesanal y amplio. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
1834,La Esquina Del Valle,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Ambiente familiar."
1835,Brasa y Sazón Express,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ofrecemos wifi gratis."
1836,Sabor a Mar Piura,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ofrecemos menú infantil."
1837,Noche de Tapas Del Valle,"Comida fresca. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
1838,Panadería Dulce Hogar Clásico,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Terraza disponible."
1839,La Cantina Real,"Auténtica y familiar. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
1840,Sabor Asiático Moderno,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ambiente rústico."
1841,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Wifi gratis disponible."
1842,El Puerto Clásico,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Ambiente acogedor."
1843,Doña Lupita Colonial,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ambiente elegante."
1844,Parrilla Norte Express,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Pet friendly disponible."
1845,Sakura Sushi Tradicional,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Ofrecemos música en vivo."
1846,Pizza Roma Huancayo,"Selecta y moderno. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
1847,El Rincón Vegetal Tradicional,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Ambiente íntimo."
1848,Café Central Gourmet,"Comida selecta. Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis."
1849,Tacos El Rey Norte,"Auténtica y rústico. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1850,La Tasca Gourmet,"Selecta y acogedor. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
1851,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ambiente rústico.
1852,Bistro Provenza Norte,"Deliciosa y amplio. Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía."
1853,El Mercado Imperial,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ofrecemos buffet.
1854,La Esquina Gourmet,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Para llevar disponible."
1855,Brasa y Sazón Oeste,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ofrecemos wifi gratis."
1856,Sabor a Mar Piura,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ofrecemos pet friendly."
1857,Noche de Tapas Premium,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Pet friendly disponible."
1858,Panadería Dulce Hogar Este,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Ofrecemos buffet."
1859,La Cantina Premium,"Comida artesanal. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
1860,Sabor Asiático Premium,"Casera y luminoso. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
1861,La Casa,"Comida fresca. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
1862,El Puerto Tradicional,"Comida gourmet. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
1863,Doña Lupita Clásico,"Artesanal y moderno. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
1864,Parrilla Norte Moderno,"Casera y íntimo. Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal."
1865,Sakura Sushi Real,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Ambiente elegante."
1866,Pizza Roma Tumbes,"Comida artesanal. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
1867,El Rincón Vegetal Sur,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Terraza disponible."
1868,Café Central Express,"Tradicional y amplio. Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis."
1869,Tacos El Rey Express,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Wifi gratis disponible."
1870,La Tasca Norte,"Comida artesanal. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
1871,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ofrecemos reservas online.
1872,Bistro Provenza Tradicional,"Comida artesanal. Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía."
1873,El Mercado Del Valle,Comida auténtica. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
1874,La Esquina Clásico,"Casera y acogedor. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
1875,Brasa y Sazón Real,"Artesanal y luminoso. Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar."
1876,Sabor a Mar Lima,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ofrecemos para llevar."
1877,Noche de Tapas Clásico,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ambiente rústico."
1878,Panadería Dulce Hogar Tradicional,"Tradicional y moderno. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
1879,La Cantina Sur,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ambiente amplio."
1880,Sabor Asiático Clásico,"Gourmet y familiar. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
1881,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Pet friendly disponible."
1882,El Puerto Sur,"Comida selecta. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
1883,Doña Lupita Premium,"Artesanal y íntimo. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
1884,Parrilla Norte Gourmet,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Buffet disponible."
1885,Sakura Sushi Sur,"Comida fresca. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
1886,Pizza Roma Lima,"Deliciosa y acogedor. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
1887,El Rincón Vegetal Clásico,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Ambiente acogedor."
1888,Café Central Sur,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Buffet disponible."
1889,Tacos El Rey Real,"Selecta y rústico. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1890,La Tasca Imperial,"Artesanal y luminoso. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
1891,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ambiente rústico.
